bssid,essid,lat,lon,encryption,manufacturer,channel,date_insert,date_update
00:24:01:1B:16:73,monami,-34.604519,-58.405979,WPA,D-Link,6,,
00:24:01:1B:49:C5,"Geotec WI-FI",-34.609848,-58.366320,WPA,D-Link,6,,
00:24:01:1B:4B:F9,CSBC,-34.602705,-58.369303,WPA,D-Link,4,,
00:24:01:1B:58:35,"Diente Azul",-34.609764,-58.395164,WPA,D-Link,6,,
00:24:01:1B:6F:AF,rodri-dlink,-34.612200,-58.364363,WEP,D-Link,6,,
00:24:01:A7:B7:F4,GRI-NB_Network,-34.617660,-58.377977,WPA,D-Link,11,,
00:24:01:A7:B8:30,wifi-museo,-34.608193,-58.366522,WPA,D-Link,11,,
00:24:01:C5:F4:B0,Saal,-34.604046,-58.388599,WEP,D-Link,11,,
00:24:01:C5:F6:28,agusymama,-34.606557,-58.390293,WPA,D-Link,11,,
00:24:01:C5:FF:E0,Carrie,-34.604450,-58.406632,WPA,D-Link,1,,
00:24:01:C6:0D:C4,Equus,-34.603500,-58.380016,WPA,D-Link,0,,
00:24:01:C6:13:16,PABLOBRO,-34.604217,-58.407333,WPA,D-Link,1,,
00:24:01:C6:BA:CC,"?Cloaked Network?",-34.603092,-58.374807,WPA,D-Link,11,,
00:24:01:C6:BC:CA,"EU 2",-34.603039,-58.373493,WPA,D-Link,1,,
00:24:01:C8:C0:60,dlink,-34.604160,-58.402332,WPA,D-Link,11,,
00:24:01:C9:2C:C6,ESTUDIO_V,-34.604454,-58.395058,WPA,D-Link,1,,
00:24:01:FD:1B:02,Marulito,-34.614475,-58.394737,WPA,D-Link,1,,
00:24:01:FD:77:80,dpc53,-34.618039,-58.389840,WEP,D-Link,11,,
00:24:01:FD:79:E0,2Casas,-34.617244,-58.361460,WPA,D-Link,1,,
00:24:01:FD:89:20,eze,-34.604454,-58.395058,WPA,D-Link,11,,
00:24:01:FD:CA:C4,pr0n,-34.617813,-58.385593,WPA,D-Link,0,,
00:24:01:FD:CC:D6,LUCIANOSA,-34.603607,-58.386734,WPA,D-Link,11,,
00:24:01:FD:CD:A0,"Ahumada Baires",-34.608290,-58.395140,WPA,D-Link,1,,
00:24:01:FD:CD:A4,"set dmitriy",-34.617532,-58.376666,WPA,D-Link,1,,
00:24:01:FD:D0:58,ESTUDIOAVS,-34.604132,-58.387625,WPA,D-Link,9,,
00:24:01:FD:D3:74,ImagesLover-Link,-34.603039,-58.373493,WPA,D-Link,1,,
00:24:01:FD:D9:0C,AMBAS,-34.604454,-58.395058,WPA,D-Link,1,,
00:24:01:FD:EC:A2,Connection,-34.617733,-58.363987,WPA,D-Link,11,,
00:24:01:FD:F1:F4,GlobalTask,-34.604019,-58.408318,WPA,D-Link,1,,
00:24:01:FD:FC:64,HT_AP0,-34.604456,-58.397966,Open,D-Link,11,,
00:24:01:FD:FD:88,Catalan,-34.609835,-58.395153,WEP,D-Link,6,,
00:24:01:FE:DF:62,CEPES,-34.607674,-58.394417,WEP,D-Link,1,,
00:24:01:FE:EB:20,Bananex,-34.604466,-58.398048,WPA,D-Link,11,,
00:24:01:FE:F0:9A,Dock8,-34.610516,-58.366254,WPA,D-Link,11,,
00:24:01:FE:F4:D4,Seidel,-34.617130,-58.391707,WPA,D-Link,11,,
00:24:01:FE:F9:0C,FEIJOO,-34.603973,-58.382828,WPA,D-Link,11,,
00:24:14:13:20:E0,easa_guest,-34.602436,-58.367916,WPA,Cisco,6,,
00:24:14:8B:75:30,GUESTCEREMONIAL,-34.602997,-58.371475,Open,Cisco,6,,
00:24:14:8B:75:33,MTEYSS,-34.602394,-58.367786,WPA,Cisco,6,,
00:24:1D:32:5D:9E,CRZ_OF_G,-34.617802,-58.363235,WEP,Giga-Byt,6,,
00:24:21:99:4E:C2,Darma,-34.608490,-58.395164,WPA,Micro-St,8,,
00:24:36:A4:8C:C1,"Delia Faro",-34.612125,-58.363537,WPA,Apple,11,,
00:24:36:A4:DE:89,"El Alambique Veloz",-34.611983,-58.363501,WPA,Apple,2,,
00:24:6C:B8:DE:00,GoogleGuest,-34.602410,-58.367759,Open,ArubaNet,1,,
00:24:6C:B8:DE:01,Google,-34.602394,-58.367786,WPA,ArubaNet,1,,
00:24:6C:B8:E2:E0,GoogleGuest,-34.602428,-58.367959,Open,ArubaNet,11,,
00:24:6C:B8:E2:E1,Google,-34.602416,-58.367938,WPA,ArubaNet,11,,
00:24:6C:B8:E3:60,GoogleGuest,-34.602422,-58.367881,Open,ArubaNet,6,,
00:24:6C:B8:E3:61,Google,-34.602424,-58.367878,WPA,ArubaNet,6,,
00:24:6C:CB:2A:20,GoogleGuest,-34.602422,-58.367929,Open,ArubaNet,6,,
00:24:6C:CB:2A:21,Google,-34.602436,-58.368000,WPA,ArubaNet,6,,
00:24:6C:CB:2B:80,GoogleGuest,-34.602436,-58.368000,Open,ArubaNet,6,,
00:24:6C:CB:70:80,GoogleGuest,-34.602463,-58.368194,Open,ArubaNet,11,,
00:24:6C:CB:70:81,Google,-34.602413,-58.367951,WPA,ArubaNet,11,,
00:24:6C:CB:79:80,GoogleGuest,-34.602417,-58.367807,Open,ArubaNet,1,,
00:24:6C:CB:79:81,Google,-34.602414,-58.367812,WPA,ArubaNet,1,,
00:24:6C:CB:7A:40,GoogleGuest,-34.602426,-58.368015,Open,ArubaNet,6,,
00:24:6C:CB:7A:41,Google,-34.602428,-58.368017,WPA,ArubaNet,6,,
00:24:6C:CB:7B:60,GoogleGuest,-34.602420,-58.367796,Open,ArubaNet,1,,
00:24:6C:CB:7B:61,Google,-34.602407,-58.367789,WPA,ArubaNet,1,,
00:24:6C:CB:7B:80,GoogleGuest,-34.602428,-58.367924,Open,ArubaNet,1,,
00:24:6C:CB:7B:81,Google,-34.602436,-58.367972,WPA,ArubaNet,1,,
00:24:6C:D6:8F:C0,Excellence,-34.602873,-58.368111,WPA,ArubaNet,1,,
00:24:6C:D6:8F:C1,CA-Guest,-34.602530,-58.368784,Open,ArubaNet,1,,
00:24:6C:D6:94:C0,Excellence,-34.602684,-58.367485,WPA,ArubaNet,1,,
00:24:6C:D6:94:C1,CA-Guest,-34.602607,-58.368352,Open,ArubaNet,1,,
00:24:73:1E:DB:A0,Cheff,-34.603631,-58.367149,WEP,3comEuro,11,,
00:24:73:1F:10:34,ARBAWR04,-34.603981,-58.385321,WPA,3comEuro,1,,
00:24:8C:06:2B:2F,calderon_juan,-34.617781,-58.384406,Open,AsustekC,5,,
00:24:8C:20:B9:C7,FTCLAUDIAC,-34.615463,-58.391647,Open,AsustekC,6,,
00:24:8C:27:39:E7,FT74373,-34.614830,-58.394417,Open,AsustekC,6,,
00:24:8C:27:3B:C8,"Orozco Wi-Fi",-34.603941,-58.385357,WPA,AsustekC,11,,
00:24:8C:2C:CC:E3,fabiarq,-34.612173,-58.363012,Open,AsustekC,10,,
00:24:8C:2C:CF:65,"chelsea wifi",-34.617271,-58.360925,WPA,AsustekC,11,,
00:24:8C:2C:D6:42,Wi-Fi-SORKIN*,-34.604424,-58.397396,WPA,AsustekC,6,,
00:24:8C:2C:D6:FE,panchinet1986,-34.618131,-58.390460,Open,AsustekC,1,,
00:24:8C:2C:DA:3A,ANABEL,-34.607741,-58.393642,WPA,AsustekC,6,,
00:24:8C:2C:E3:92,LOPEZMORILLO**,-34.611652,-58.360878,Open,AsustekC,0,,
00:24:8C:2C:E4:8E,ALICIA,-34.617783,-58.391765,WEP,AsustekC,6,,
00:24:8C:2D:36:24,WebSTAR,-34.603521,-58.380812,WEP,AsustekC,1,,
00:24:8C:2D:D9:CC,"Diego WiFi",-34.617773,-58.384275,WEP,AsustekC,11,,
00:24:8C:2D:DD:2E,"FIBERTEL WIFI",-34.603884,-58.409156,WPA,AsustekC,6,,
00:24:8C:2D:DE:05,"Fibertel WIFI 456",-34.610163,-58.395084,WEP,AsustekC,6,,
00:24:8C:2D:DF:1F,FT_HOISTATHER,-34.604004,-58.408405,WPA,AsustekC,6,,
00:24:8C:2D:E8:6B,VELTRI,-34.613586,-58.394627,Open,AsustekC,6,,
00:24:8C:32:6E:3F,andre_mar_wifi,-34.611675,-58.394993,WEP,AsustekC,6,,
00:24:8C:32:6F:05,Carlos_Alberto-A,-34.608543,-58.395187,Open,AsustekC,0,,
00:24:8C:32:6F:0E,*Julian*,-34.614855,-58.392529,WEP,AsustekC,11,,
00:24:8C:32:71:79,WebSTAR,-34.617781,-58.384555,Open,AsustekC,1,,
00:24:8C:32:76:2A,Ruffini-WiFi,-34.616325,-58.391722,WEP,AsustekC,11,,
00:24:8C:32:78:CC,"Fibertel Wi Fi",-34.617950,-58.388277,WEP,AsustekC,11,,
00:24:8C:32:7A:83,ASTARLOA,-34.604477,-58.398300,WEP,AsustekC,6,,
00:24:8C:32:81:A5,"Fibertel WiFi015",-34.604038,-58.408211,WPA,AsustekC,6,,
00:24:8C:69:BE:DC,conrad,-34.604449,-58.400004,WPA,AsustekC,1,,
00:24:8C:75:B4:56,"Red Carla.",-34.604282,-58.393856,WEP,AsustekC,6,,
00:24:8C:79:82:8A,"LA RED SE LLAMA NAVARRO",-34.612114,-58.358646,WEP,AsustekC,1,,
00:24:8C:79:85:A6,Redfibertel,-34.608742,-58.395224,WEP,AsustekC,6,,
00:24:8C:79:8B:D4,"Maria wi-fi",-34.617907,-58.387589,WEP,AsustekC,11,,
00:24:8C:79:90:78,WebSTAR,-34.604000,-58.408402,Open,AsustekC,6,,
00:24:8C:79:AB:E9,-Milena-,-34.604370,-58.395103,WEP,AsustekC,11,,
00:24:8C:79:BC:B2,marina.2010,-34.616788,-58.391718,Open,AsustekC,6,,
00:24:8C:79:BC:D9,"Fibertel WiFi 90210",-34.608853,-58.395233,WPA,AsustekC,11,,
00:24:8C:79:BC:F7,AbaX6,-34.602436,-58.368000,WEP,AsustekC,6,,
00:24:8C:79:BD:50,The_Best,-34.614857,-58.392532,WEP,AsustekC,6,,
00:24:8C:79:C7:27,Vanesa,-34.617637,-58.380123,WPA,AsustekC,11,,
00:24:8C:79:C7:B4,FT639231,-34.611734,-58.361509,WEP,AsustekC,11,,
00:24:8C:79:D1:1E,"Nenusm Wifi*",-34.604497,-58.398591,WEP,AsustekC,11,,
00:24:8C:79:D7:23,FT67281,-34.603981,-58.384674,Open,AsustekC,1,,
00:24:8C:79:D7:3D,"Fibertel WiFi",-34.609302,-58.395223,WEP,AsustekC,6,,
00:24:8C:79:D8:D7,"savina wifi",-34.617227,-58.361541,WEP,AsustekC,11,,
00:24:A0:EE:3B:8C,"Fibertel WiFi149",-34.617985,-58.388706,WPA,Motorola,1,,
00:24:A0:EE:63:7D,ALEJANDRO,-34.617767,-58.384201,WPA,Motorola,1,,
00:24:A1:16:82:E9,"Fibertel WiFi779",-34.604124,-58.387670,WPA,Motorola,1,,
00:24:A1:16:8A:2D,"Fibertel WiFi408",-34.607571,-58.391594,WPA,Motorola,6,,
00:24:A1:16:A1:43,"HELENA WiFi",-34.613928,-58.394649,WPA,Motorola,0,,
00:24:A1:16:A4:A5,"Fibertel WiFi339",-34.616020,-58.391689,WPA,Motorola,1,,
00:24:A1:16:C2:B2,MOTOROLA-37DE0,-34.603289,-58.377134,Open,Motorola,1,,
00:24:A1:16:C3:66,"FIBERTEL WIFI*",-34.618050,-58.390102,WEP,Motorola,1,,
00:24:A1:16:CF:69,"FT EMANUELLE",-34.617779,-58.384287,WPA,Motorola,1,,
00:24:A1:16:D3:A4,"SANCHEZ WIFI",-34.604370,-58.392632,WPA,Motorola,0,,
00:24:A1:16:D5:DA,"de la torre 54",-34.617779,-58.384386,WPA,Motorola,6,,
00:24:A1:16:DD:7D,"DANERI LINCH ",-34.604111,-58.387310,Open,Motorola,6,,
00:24:A1:16:DD:8D,"No Code",-34.617774,-58.384106,Open,Motorola,1,,
00:24:A1:16:F8:0C,"Fibertel WiFi094",-34.604341,-58.393369,Open,Motorola,1,,
00:24:A1:17:0D:82,FT58313,-34.616232,-58.391709,WEP,Motorola,6,,
00:24:A1:17:0D:D2,FT06606,-34.607664,-58.394467,Open,Motorola,9,,
00:24:A1:8F:96:A2,"Jorge Tieppo",-34.604175,-58.407505,WPA,Motorola,1,,
00:24:A1:8F:B2:B1,"Fibertel WiFi705",-34.604370,-58.406967,WEP,Motorola,11,,
00:24:A1:8F:B6:5F,HORACIO,-34.615997,-58.391689,WEP,Motorola,11,,
00:24:A1:8F:B8:53,GERMAN,-34.603922,-58.409537,WPA,Motorola,1,,
00:24:A1:8F:BA:66,Natalia,-34.604305,-58.396201,WPA,Motorola,11,,
00:24:A1:B4:B0:D1,FT-Malvassora,-34.611729,-58.361454,WEP,Motorola,11,,
00:24:B2:A8:2F:B6,Carina,-34.604370,-58.392834,WPA,Netgear,6,,
00:24:B2:D8:7B:78,SERGIO1,-34.604505,-58.399358,WPA,Netgear,11,,
00:24:C4:AE:3E:30,TelefonicaGuest,-34.603210,-58.376495,WPA,Cisco,6,,
00:24:C4:AE:3E:31,RWC-002,-34.603200,-58.376421,WPA,Cisco,6,,
00:24:C4:AE:3E:32,RWC-001,-34.603210,-58.376495,WPA,Cisco,6,,
00:24:C4:AE:3E:35,RWC-005,-34.603210,-58.376495,WPA,Cisco,6,,
00:24:C4:AE:3E:37,"?Cloaked Network?",-34.603214,-58.376532,WPA,Cisco,6,,
00:24:C4:AE:48:85,RWC-005,-34.603252,-58.376820,WPA,Cisco,1,,
00:24:C4:AE:48:88,osi-309,-34.603222,-58.376606,WPA,Cisco,1,,
00:24:C4:AE:61:21,RWC-002,-34.603237,-58.376713,WPA,Cisco,1,,
00:24:C4:AE:61:25,RWC-005,-34.603294,-58.377140,WPA,Cisco,1,,
00:24:C4:AE:61:80,TelefonicaGuest,-34.603174,-58.376185,WPA,Cisco,1,,
00:24:C4:AE:61:81,RWC-002,-34.603216,-58.376551,WPA,Cisco,1,,
00:24:C4:AE:61:82,RWC-001,-34.603175,-58.376226,WPA,Cisco,1,,
00:24:C4:AE:61:85,RWC-005,-34.603184,-58.376293,WPA,Cisco,1,,
00:24:C4:AE:61:88,osi-309,-34.603157,-58.376091,WPA,Cisco,1,,
00:24:D2:09:C3:C6,"ncb sucursal",-34.607193,-58.387793,WEP,AskeyCom,6,,
00:24:D2:09:CD:58,Speedy-1d81,-34.604319,-58.396052,WEP,AskeyCom,1,,
00:24:D2:09:D2:C6,unm,-34.617237,-58.365848,WEP,AskeyCom,11,,
00:24:D2:09:DD:AC,LanOfficeVoIPReady,-34.604380,-58.395195,WEP,AskeyCom,11,,
00:24:D2:09:E2:7F,Imprenta,-34.606288,-58.388134,WEP,AskeyCom,6,,
00:24:D2:09:E7:66,MARCELO,-34.607372,-58.388546,WPA,AskeyCom,1,,
00:24:D2:09:EA:DB,Speedy-ffda,-34.616261,-58.391716,WEP,AskeyCom,11,,
00:24:D2:0A:07:32,CINGOLANI,-34.607754,-58.390349,WEP,AskeyCom,1,,
00:24:D2:0A:0D:D1,speedyvoip,-34.617962,-58.388386,WEP,AskeyCom,1,,
00:24:D2:0A:17:EA,"Cris 102",-34.611729,-58.361304,WEP,AskeyCom,6,,
00:24:D2:0A:1C:8B,Novellino,-34.603965,-58.383471,WEP,AskeyCom,7,,
00:24:D2:0A:21:B8,Judke2,-34.604080,-58.388294,WPA,AskeyCom,1,,
00:24:D2:0A:25:E1,JulietaC,-34.617921,-58.387689,WEP,AskeyCom,1,,
00:24:D2:0A:2C:A3,fer1971,-34.617776,-58.384324,WEP,AskeyCom,1,,
00:24:D2:0A:34:6E,cobos,-34.604282,-58.410442,WEP,AskeyCom,0,,
00:24:D2:0A:4D:50,solucionar,-34.603973,-58.382828,WPA,AskeyCom,1,,
00:24:D2:0A:6E:07,"Alumnos La Suisse",-34.604275,-58.395392,WPA,AskeyCom,1,,
00:24:D2:0A:6E:6B,nicolas,-34.609105,-58.395229,WEP,AskeyCom,11,,
00:24:D2:0A:7F:C3,hcardton,-34.606452,-58.388019,WEP,AskeyCom,11,,
00:24:D2:0A:DE:AF,LanOfficeVoIPReady,-34.603855,-58.403385,Open,AskeyCom,11,,
00:24:D2:0A:E6:A2,mia,-34.604095,-58.390149,WEP,AskeyCom,1,,
00:24:D2:0A:F1:B5,JCLabbate,-34.604134,-58.391045,WEP,AskeyCom,11,,
00:24:D2:0A:F5:43,Diego,-34.603936,-58.383047,WEP,AskeyCom,11,,
00:24:D2:0A:FB:01,"lucas y matias",-34.606288,-58.388133,WEP,AskeyCom,1,,
00:24:D2:0B:02:A9,cartelera,-34.603809,-58.386516,WEP,AskeyCom,6,,
00:24:D2:0B:09:B1,rondo,-34.606596,-58.388513,WPA,AskeyCom,6,,
00:24:D2:0B:1B:D6,BSASCAR,-34.617855,-58.386433,WPA,AskeyCom,6,,
00:24:D2:0B:25:A4,"D'Emilio Traducciones",-34.603867,-58.382248,WEP,AskeyCom,1,,
00:24:D2:0B:4B:D3,Finca,-34.603157,-58.371693,WEP,AskeyCom,1,,
00:24:D2:0B:77:7F,ArielWifi,-34.604135,-58.387596,WPA,AskeyCom,1,,
00:24:D2:0B:AD:C1,"Alfa 2.0",-34.604361,-58.395387,WPA,AskeyCom,1,,
00:24:D2:0B:AE:25,Speedy-e554,-34.607038,-58.390421,WEP,AskeyCom,11,,
00:24:D2:0B:BB:77,lucas,-34.604368,-58.393035,WEP,AskeyCom,6,,
00:24:D2:0B:C0:31,oficinaluis,-34.604210,-58.396065,WEP,AskeyCom,1,,
00:24:D2:0B:C7:43,KETHER,-34.604187,-58.402119,WPA,AskeyCom,6,,
00:24:D2:0B:C7:61,Speedy-bad3,-34.617790,-58.384626,WEP,AskeyCom,11,,
00:24:D2:0B:C7:8E,ric4rdo,-34.610538,-58.366261,Open,AskeyCom,1,,
00:24:D2:0B:E0:3E,"?Cloaked Network?",-34.604292,-58.407173,WPA,AskeyCom,1,,
00:24:D2:37:09:7B,"ESTUDIO URIBURU",-34.604496,-58.398556,WEP,AskeyCom,1,,
00:24:D2:40:2F:3B,"Wi-Fi Arnet",-34.604347,-58.406996,WEP,AskeyCom,1,,
00:24:D2:40:A2:FE,Alewifi,-34.604456,-58.406560,WEP,AskeyCom,11,,
00:24:D2:D5:7F:95,"Por amor al cafe",-34.603874,-58.387077,WEP,AskeyCom,6,,
00:24:D2:D5:A0:56,escribania,-34.603949,-58.385374,WPA,AskeyCom,11,,
00:24:D2:D5:A7:8B,Bruno-WiFi,-34.615518,-58.391652,WPA,AskeyCom,11,,
00:24:D2:D5:B7:85,marisol2,-34.604416,-58.397343,WPA,AskeyCom,11,,
00:24:D2:D5:B8:07,Speedy-da40,-34.607855,-58.392859,WEP,AskeyCom,11,,
00:24:D2:D5:DA:1C,Speedy-WiFi,-34.611587,-58.360275,Open,AskeyCom,11,,
00:24:D2:D5:E6:8D,COPYRIGHT,-34.604454,-58.395058,WEP,AskeyCom,6,,
00:24:D2:D6:01:54,TDK,-34.604424,-58.405853,WEP,AskeyCom,11,,
00:24:D2:D6:1B:0D,TORITO,-34.614904,-58.392357,WEP,AskeyCom,11,,
00:24:D2:D6:1F:E0,academia,-34.603950,-58.385185,WEP,AskeyCom,1,,
00:24:D2:D6:4F:6A,Denise,-34.607188,-58.387820,WEP,AskeyCom,11,,
00:24:D2:D6:5E:79,KaffaBar,-34.603931,-58.385365,WPA,AskeyCom,1,,
00:24:D2:D6:6C:A2,javi,-34.617783,-58.384493,WEP,AskeyCom,1,,
00:24:D2:D6:6E:73,Juana-wifi,-34.614647,-58.394672,WPA,AskeyCom,6,,
00:24:D2:D6:6F:22,Casa,-34.617583,-58.380416,WEP,AskeyCom,1,,
00:24:D2:D6:83:95,MARTIN,-34.604361,-58.395340,WEP,AskeyCom,1,,
00:24:D2:D6:96:2D,dani,-34.604454,-58.395058,WEP,AskeyCom,6,,
00:24:D2:D6:A4:8D,rosi,-34.617813,-58.385593,WEP,AskeyCom,11,,
00:24:D2:D6:B2:AC,"?Cloaked Network?",-34.607797,-58.390450,WPA,AskeyCom,1,,
00:24:D2:D6:BF:C2,hg520b,-34.603039,-58.373493,Open,AskeyCom,1,,
00:24:D2:D6:BF:C3,RT2561_2,-34.603045,-58.373203,Open,AskeyCom,1,,
00:24:D2:D6:C4:A9,Speedy-WiFi,-34.617315,-58.365915,WEP,AskeyCom,11,,
00:24:D2:EC:AF:BF,DollyNet,-34.604310,-58.367806,WEP,AskeyCom,1,,
00:24:D2:EC:D0:D5,MyM,-34.603939,-58.383008,WPA,AskeyCom,1,,
00:24:D2:EC:E3:31,MEDyAR1312,-34.604006,-58.385177,Open,AskeyCom,1,,
00:24:D2:EC:E5:FC,Nike,-34.604207,-58.410357,WEP,AskeyCom,11,,
00:24:D2:EC:F4:CA,"La causa",-34.604530,-58.398941,WEP,AskeyCom,6,,
00:24:D2:EC:FA:2E,claudio,-34.611982,-58.394936,WEP,AskeyCom,6,,
00:24:D2:ED:10:E0,callao,-34.604365,-58.396940,WEP,AskeyCom,11,,
00:24:D2:ED:16:03,Tanoira,-34.618175,-58.391796,WPA,AskeyCom,1,,
00:24:D2:ED:29:B8,maderoross,-34.617746,-58.363159,WEP,AskeyCom,6,,
00:24:D2:ED:2E:0E,Speedy-WiFi-Depto,-34.604150,-58.407733,WEP,AskeyCom,5,,
00:25:12:B0:00:E0,LosGonza,-34.616618,-58.391710,WPA,Zte,7,,
00:25:12:B2:F4:CF,ema2,-34.607229,-58.387795,WEP,Zte,6,,
00:25:12:B2:F6:8F,chily,-34.603114,-58.375221,WEP,Zte,1,,
00:25:12:B2:FC:2B,Susana,-34.604069,-58.387936,Open,Zte,4,,
00:25:12:B3:21:67,Speedy_WiFi,-34.606338,-58.389191,WEP,Zte,6,,
00:25:12:B3:C2:AF,MartinWifi,-34.617186,-58.373096,WEP,Zte,1,,
00:25:12:B8:91:3F,-,-34.607297,-58.388306,Open,Zte,1,,
00:25:12:B8:9E:AF,SpeedyWiFi,-34.604038,-58.388451,Open,Zte,1,,
00:25:12:B8:AC:3F,ESTUDIO,-34.604334,-58.395704,WPA,Zte,11,,
00:25:12:B8:B9:B3,"Estudio Uriburu",-34.617180,-58.361736,WEP,Zte,11,,
00:25:12:B8:E9:FF,marcela,-34.611427,-58.395016,WEP,Zte,11,,
00:25:12:B8:FB:03,SpeedyWiFi,-34.617799,-58.384836,Open,Zte,11,,
00:25:12:B8:FC:8B,sara,-34.604441,-58.406634,WEP,Zte,11,,
00:25:12:B9:01:33,hernan,-34.604370,-58.406967,WEP,Zte,11,,
00:25:12:B9:37:8F,SpeedyWiFi,-34.617565,-58.380230,WEP,Zte,1,,
00:25:12:B9:6D:6F,speedy2011,-34.603870,-58.409271,WEP,Zte,6,,
00:25:45:B5:77:F5,RWC-005,-34.603210,-58.376495,WPA,Cisco,6,,
00:25:45:B6:10:E0,"?Cloaked Network?",-34.602408,-58.368286,WEP,Cisco,0,,
00:25:4B:09:C0:9D,"Red GW",-34.612162,-58.362824,WPA,Apple,10,,
00:25:68:B4:74:44,INTERNET,-34.603081,-58.367355,WEP,Shenzhen,11,,
00:25:86:B3:C2:AE,living,-34.612125,-58.363903,WEP,Tp-LinkT,6,,
00:25:86:B9:38:4C,TP-LINK_B9384C,-34.617748,-58.383083,Open,Tp-LinkT,6,,
00:25:86:BA:34:4C,HOGAR,-34.614647,-58.394672,WPA,Tp-LinkT,6,,
00:25:86:BB:4B:4E,miel,-34.604417,-58.395071,WPA,Tp-LinkT,13,,
00:25:86:CB:98:2C,canos,-34.603866,-58.409333,WEP,Tp-LinkT,6,,
00:25:86:D0:19:EC,TP-LINK_D019EC,-34.612160,-58.362791,Open,Tp-LinkT,6,,
00:25:86:D5:A0:1C,"Bahia Madero",-34.602608,-58.367508,Open,Tp-LinkT,0,,
00:25:86:D6:A7:10,TP-LINK_D6A710,-34.614837,-58.393837,WPA,Tp-LinkT,6,,
00:25:86:DC:07:FC,CoopFast,-34.604435,-58.406754,WPA,Tp-LinkT,6,,
00:25:86:DE:37:8A,Network,-34.606648,-58.366697,WPA,Tp-LinkT,8,,
00:25:86:DF:46:04,ESCRIBANIA,-34.604324,-58.393471,WPA,Tp-LinkT,6,,
00:25:86:E1:49:78,Ignaciom,-34.611337,-58.366206,WEP,Tp-LinkT,6,,
00:25:86:E1:D8:27,TP-LINK,-34.604309,-58.394117,WPA,Tp-LinkT,9,,
00:25:9C:16:0A:61,RODO,-34.607899,-58.395037,WEP,Cisco-Li,6,,
00:25:9C:16:0D:85,Informatio,-34.604447,-58.397766,WPA,Cisco-Li,6,,
00:25:9C:16:0F:68,silvio,-34.607748,-58.366575,WEP,Cisco-Li,6,,
00:25:9C:16:1C:01,Icontec,-34.603672,-58.386818,WPA,Cisco-Li,6,,
00:25:9C:16:1C:9A,GetYourOwnWiFiPenny,-34.603313,-58.377587,WPA,Cisco-Li,11,,
00:25:9C:16:1D:4B,"San Telmo",-34.617476,-58.376027,WPA,Cisco-Li,6,,
00:25:9C:1E:A9:B3,"Performance Evolution",-34.610024,-58.366298,WPA,Cisco-Li,11,,
00:25:9C:1E:C7:92,linksys,-34.603975,-58.404936,WPA,Cisco-Li,6,,
00:25:9C:1E:C7:C2,MARTA-RED,-34.617723,-58.382828,WPA,Cisco-Li,11,,
00:25:9C:1F:C7:68,"UK-NET PB",-34.607695,-58.394297,WPA,Cisco-Li,6,,
00:25:9C:20:D8:AE,BCH,-34.603050,-58.373943,WPA,Cisco-Li,6,,
00:25:9C:20:DC:17,W-CASONA,-34.603287,-58.377033,WPA,Cisco-Li,6,,
00:25:9C:2A:DB:3C,Homero,-34.604420,-58.406789,WPA,Cisco-Li,6,,
00:25:9C:2A:E0:EE,"veryabe new",-34.604132,-58.387625,WPA,Cisco-Li,6,,
00:25:9C:2A:F3:E1,jaiann,-34.603873,-58.409350,WPA,Cisco-Li,9,,
00:25:9C:2A:FB:6D,Nucleo,-34.603683,-58.381691,WPA,Cisco-Li,0,,
00:25:9C:2D:7D:66,ComarWifi,-34.602875,-58.370193,WPA,Cisco-Li,1,,
00:25:9C:2D:7E:65,EstudioD,-34.603435,-58.379381,WPA,Cisco-Li,11,,
00:25:9C:2D:88:50,cstudies,-34.603352,-58.378525,WPA,Cisco-Li,11,,
00:25:9C:2D:99:81,piso3,-34.603928,-58.385143,WPA,Cisco-Li,6,,
00:25:9C:2D:9E:EE,Elefour,-34.603371,-58.378899,WPA,Cisco-Li,6,,
00:25:9C:2D:A9:7A,karina,-34.604263,-58.407204,WPA,Cisco-Li,6,,
00:25:9C:32:BB:B4,EBC-2,-34.602962,-58.371391,WEP,Cisco-Li,6,,
00:25:9C:32:C4:EA,HicomGr,-34.606726,-58.390258,WPA,Cisco-Li,6,,
00:25:9C:32:CF:1F,VIQUE-ARLIA,-34.603714,-58.386680,WPA,Cisco-Li,6,,
00:25:9C:32:D2:73,CIMA,-34.617631,-58.380996,WPA,Cisco-Li,6,,
00:25:9C:35:0E:4F,"El Mirador de Puerto",-34.608627,-58.366478,Open,Cisco-Li,6,,
00:25:9C:35:12:B4,Claudio,-34.603311,-58.377631,WPA,Cisco-Li,6,,
00:25:9C:35:12:B7,Gemco,-34.603092,-58.374831,WPA,Cisco-Li,6,,
00:25:9C:35:14:16,linksys,-34.617855,-58.386433,Open,Cisco-Li,6,,
00:25:9C:35:15:AE,maximiliano01,-34.614272,-58.394722,WPA,Cisco-Li,6,,
00:25:9C:35:22:98,linksys,-34.603500,-58.379951,Open,Cisco-Li,6,,
00:25:9C:35:27:AE,SWARM,-34.604278,-58.407206,WPA,Cisco-Li,6,,
00:25:9C:35:30:39,AmericanaShipping,-34.603107,-58.375124,WPA,Cisco-Li,6,,
00:25:9C:3A:9B:71,link,-34.604452,-58.395052,WEP,Cisco-Li,6,,
00:25:9C:3A:9E:5F,fullseasons,-34.604472,-58.399900,WPA,Cisco-Li,6,,
